norm_name_2,overall,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,norm_name
aitorfernandez,74,84.0,70.0,71.0,74.0,29.0,56.0,11,14,14,10,8,,842,Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,10,10,900,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,38.8,66.0,897.2,750.9,2.1,2.2,95.5,10.2,10.8,94.4,13.3,25.6,52.0,0.0,0.0,1.5,0.0,0.0,0.1,38.8,26.8,11.9,4.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.9,0.0,41.2,34.7,40.9,0.3,0.0,0.0,41.2,0.0,0.0,0.0,0.0,0.0,22.6,112.4,72.6,0.0,0.0,0.0,0.1,0.0,16.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.5,0.2,0.0,100.0,aitorfernandez
waynehennessey,74,,,,,,,76,74,77,74,71,40.0,1096,Wayne Hennessey,WAL,GK,Nott'ham Forest,Premier League,36,1987,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,28.0,80.4,755.0,566.5,1.5,1.5,100.0,11.0,11.0,100.0,10.0,15.5,64.5,0.0,0.0,1.0,0.0,0.0,0.0,28.0,19.0,9.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,32.0,26.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,17.0,73.0,55.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,waynehennessey
luigisepe,74,,,,,,,74,71,70,72,76,44.0,2255,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,15,15,1350,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,36.8,67.6,665.0,498.1,4.4,4.4,100.0,12.5,12.6,99.5,7.8,19.4,40.2,0.0,0.0,0.4,0.0,0.0,0.0,36.8,24.7,11.9,2.93,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.27,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,34.8,39.4,0.0,0.0,0.0,39.4,0.0,0.0,0.0,0.0,0.0,19.3,93.6,68.9,0.0,0.0,0.0,0.07,0.0,15.1,0.0,0.2,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.0,100.0,luigisepe
paulogazzaniga,74,,,,,,,76,74,78,73,77,57.0,937,Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,11,11,990,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,38.3,75.5,803.4,603.8,7.27,7.27,100.0,12.4,12.7,97.1,9.18,17.9,51.3,0.0,0.0,0.73,0.0,0.0,0.0,38.3,26.1,11.9,2.82,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,28.9,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.27,40.6,34.9,40.5,0.18,0.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,24.0,117.3,64.3,0.0,0.0,0.0,0.18,0.09,17.4,0.0,0.09,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.09,0.0,100.0,paulogazzaniga
marktravers,73,,,,,,,73,69,70,73,76,40.0,2472,Mark Travers,IRL,GK,Bournemouth,Premier League,23,1999,11,10,945,10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,30.9,75.3,687.7,498.1,7.9,7.9,100.0,7.81,7.9,98.8,7.43,15.0,49.7,0.0,0.0,0.38,0.0,0.0,0.0,30.9,17.3,13.5,3.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.57,0.0,33.7,31.2,33.6,0.1,0.0,0.0,33.7,0.0,0.0,0.0,0.0,0.0,15.1,74.9,39.3,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.29,0.0,100.0,marktravers
patrickpentz,73,,,,,,,71,69,74,73,75,53.0,1932,Patrick Pentz,AUT,GK,Reims,Ligue 1,26,1997,7,7,630,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,30.1,66.8,532.1,354.3,4.86,5.14,94.4,8.71,8.71,100.0,6.29,16.0,39.3,0.0,0.0,0.43,0.0,0.0,0.0,30.1,19.7,10.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.29,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,31.6,27.3,31.6,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,20.6,120.7,71.9,0.0,0.14,0.14,0.0,0.0,13.0,0.0,0.14,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,patrickpentz
leonardojardim,73,,,,,,,74,70,68,70,75,41.0,475,Leonardo César Jardim,BRA,GK,Lille,Ligue 1,27,1995,6,6,540,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leonardocesarjardim
claudiobravo,73,77.0,48.0,63.0,72.0,70.0,69.0,14,12,8,11,13,,346,Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,33.0,55.6,581.3,460.0,4.67,4.67,100.0,5.67,6.0,94.4,7.67,21.7,35.4,0.0,0.0,0.67,0.0,0.0,0.33,33.0,19.7,13.0,4.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,34.7,27.3,34.3,0.33,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,15.3,92.0,58.7,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,claudiobravo
maximedupe,73,,,,,,,74,72,69,70,75,46.0,752,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,34.2,78.2,700.8,469.4,4.55,4.55,100.0,14.5,14.8,98.2,7.5,14.6,51.4,0.0,0.0,0.18,0.0,0.0,0.0,34.2,25.1,9.05,2.32,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.14,37.0,27.9,36.9,0.14,0.0,0.0,37.0,0.05,0.05,100.0,0.0,0.0,25.9,142.8,92.4,0.0,0.0,0.0,0.09,0.0,18.9,0.0,0.05,0.0,0.0,0.05,0.18,0.0,0.0,0.0,0.0,0.05,0.0,0.91,0.09,0.0,100.0,maximedupe
tobiassippel,73,,,,,,,74,69,76,69,77,47.0,2286,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,46.3,65.5,663.7,458.7,10.0,10.0,100.0,14.3,14.3,100.0,5.67,21.7,26.2,0.0,0.0,0.33,0.0,0.0,0.0,46.3,32.7,13.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,47.7,39.7,47.7,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,23.7,111.0,74.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.33,66.7,tobiassippel
benjaminleroy,73,,,,,,,72,72,71,72,73,46.0,1424,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,20,20,1718,19.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,27.2,59.5,553.9,471.5,1.62,1.62,100.0,7.02,7.17,97.8,7.54,18.1,41.6,0.0,0.0,0.58,0.0,0.0,0.0,27.2,16.6,10.3,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.26,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.42,0.0,29.4,22.9,29.3,0.05,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,16.5,100.5,48.3,0.0,0.0,0.0,0.1,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.05,0.0,100.0,benjaminleroy
mateuszlis,72,,,,,,,74,71,66,74,75,27.0,1440,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,7,7,630,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,37.6,68.8,689.6,524.1,6.43,6.57,97.8,10.6,11.1,94.9,8.29,19.3,43.0,0.0,0.0,0.71,0.0,0.0,0.0,37.6,24.1,13.4,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.43,0.0,41.0,31.9,40.6,0.43,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,25.4,137.7,89.4,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.14,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.14,0.0,100.0,mateuszlis
janisblaswich,72,,,,,,,71,70,67,72,76,43.0,298,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,31,1991,13,13,1170,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,39.2,88.2,738.8,397.1,9.77,9.77,100.0,19.5,19.5,100.0,5.15,9.77,52.8,0.0,0.0,0.23,0.0,0.0,0.08,39.2,31.6,7.62,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,40.8,29.8,40.2,0.69,0.0,0.0,40.8,0.08,0.08,100.0,0.0,0.0,26.7,97.2,48.3,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.54,0.0,100.0,janisblaswich
finndahmen,71,,,,,,,73,67,78,68,74,45.0,585,Finn Dahmen,GER,GK,Mainz 05,Bundesliga,24,1998,5,5,450,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,33.8,68.6,742.4,579.4,3.6,3.6,100.0,10.4,10.4,100.0,9.2,19.8,46.5,0.0,0.0,1.8,0.0,0.0,0.0,33.8,24.6,9.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,26.6,33.8,1.2,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0.0,22.4,125.8,67.8,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.2,0.0,100.0,finndahmen
jeroenzoet,71,,,,,,,70,73,74,71,70,51.0,2677,Jeroen Zoet,NED,GK,Spezia,Serie A,32,1991,3,2,154,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,38.2,52.3,676.5,586.5,4.71,4.71,100.0,6.47,7.06,91.7,8.82,26.5,33.3,0.0,0.0,1.76,0.0,0.0,0.0,38.2,31.8,6.47,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.59,0.0,0.0,0.59,0.59,100.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,40.0,34.7,39.4,0.59,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,27.6,178.8,94.1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.18,0.0,0.0,0.0,jeroenzoet
gavinbazunu,70,,,,,,,70,68,72,67,72,47.0,223,Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,36.6,60.7,706.9,540.7,4.77,4.86,98.1,7.91,8.09,97.8,9.5,23.5,40.5,0.0,0.05,1.73,0.05,0.0,0.05,36.6,26.6,9.82,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.18,0.0,0.32,0.23,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,100.0,0.0,0.0,0.0,0.0,0.05,0.09,0.86,0.05,39.1,27.0,38.3,0.82,0.0,0.0,39.1,0.0,0.0,0.0,0.0,0.0,23.3,122.2,71.2,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.23,0.45,0.0,100.0,gavinbazunu
oliverchristensen,70,,,,,,,76,64,63,63,76,37.0,498,Oliver Christensen,DEN,GK,Hertha BSC,Bundesliga,23,1999,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,37.7,69.4,768.8,591.1,4.42,4.42,100.0,12.2,12.5,97.9,9.53,20.6,46.3,0.0,0.0,0.47,0.0,0.0,0.05,37.7,26.4,11.1,3.89,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.21,0.0,0.32,0.26,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.79,0.05,40.2,30.1,39.9,0.32,0.0,0.0,40.2,0.11,0.05,50.0,0.05,50.0,21.8,114.6,62.7,0.0,0.0,0.0,0.0,0.05,16.7,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.21,0.11,66.7,oliverchristensen
bingouroukamara,70,,,,,,,72,69,63,70,70,39.0,1255,Bingourou Kamara,SEN,GK,Montpellier,Ligue 1,26,1996,5,4,408,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,29.1,66.4,527.6,421.8,3.56,3.78,94.1,9.56,9.78,97.7,6.22,15.3,40.6,0.0,0.0,0.44,0.0,0.0,0.0,29.1,19.3,9.56,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,31.8,26.7,31.8,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,19.1,92.4,54.2,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.89,0.22,0.0,100.0,bingouroukamara
gianlucapegolo,70,,,,,,,68,68,60,70,70,43.0,1924,Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,41,1981,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.5,83.1,826.0,529.0,6.5,6.5,100.0,15.5,16.0,96.9,9.5,15.5,61.3,0.0,0.0,0.0,0.0,0.0,0.0,38.5,28.0,10.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,40.5,35.5,40.5,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,23.0,99.0,61.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,gianlucapegolo
vitomannone,70,,,,,,,68,67,66,72,71,55.0,1536,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,9,8,798,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,31.2,68.7,525.6,346.1,4.38,4.38,100.0,12.2,12.4,99.1,4.72,14.4,32.8,0.0,0.0,0.11,0.0,0.0,0.0,31.2,20.4,10.8,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.22,33.8,29.9,33.7,0.11,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,22.2,117.4,82.7,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.11,0.0,100.0,vitomannone
ralffahrmann,70,,,,,,,72,65,38,70,76,42.0,816,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,34,1988,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,43.7,81.7,1087.3,828.7,4.0,4.0,100.0,18.0,18.0,100.0,13.7,21.7,63.1,0.0,0.0,0.67,0.0,0.0,0.0,43.7,33.0,10.7,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,45.7,37.7,44.7,1.0,0.0,0.0,45.7,0.0,0.0,0.0,0.0,0.0,27.3,98.0,60.7,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,100.0,ralffahrmann
yahiafofana,69,,,,,,,70,66,65,66,70,41.0,870,Yahia Fofana,FRA,GK,Angers,Ligue 1,22,2000,8,8,720,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,30.4,71.2,579.1,421.6,3.88,3.88,100.0,10.4,10.5,98.8,7.25,15.9,45.7,0.0,0.0,0.25,0.0,0.0,0.0,30.4,21.3,9.13,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,32.6,29.1,32.4,0.25,0.0,0.0,32.6,0.13,0.13,100.0,0.0,0.0,22.3,126.6,92.5,0.0,0.13,0.13,0.0,0.0,12.4,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.38,0.0,100.0,yahiafofana
lennartgrill,69,,,,,,,72,64,61,65,73,40.0,1014,Lennart Grill,GER,GK,Union Berlin,Bundesliga,24,1999,4,4,360,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,43.3,69.9,959.3,766.8,4.5,4.5,100.0,14.3,14.5,98.3,11.5,24.0,47.9,0.0,0.0,2.0,0.0,0.0,0.0,43.3,37.5,5.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,45.0,31.5,43.8,1.25,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,29.8,148.0,92.5,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,100.0,lennartgrill
wladimirofalcone,69,,,,,,,70,71,66,67,75,27.0,820,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,31.9,52.4,541.9,420.1,2.45,2.45,100.0,6.68,6.95,96.1,7.45,22.2,33.6,0.0,0.05,0.32,0.05,0.0,0.0,31.9,20.9,10.8,3.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.18,0.0,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.05,0.14,0.68,0.05,35.2,29.5,35.1,0.09,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,17.6,110.0,59.1,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.05,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.05,0.0,1.05,0.45,0.0,100.0,wladimirofalcone
